,Manufacturer,Model,Engine_Capacity,Fuel_Type,Emissions_CO_[mg/km],Annual_fuel_Cost_10000_Miles
0,ABARTH,ABARTH 595,1368,Petrol,829,1325
1,ABARTH,ABARTH 595,1368,Petrol,829,1382
2,ABARTH,ABARTH 595,1368,Petrol,760,1403
3,ABARTH,ABARTH 595,1368,Petrol,760,1479
4,ABARTH,ABARTH 595,1368,Petrol,760,1403
5,ABARTH,ABARTH 595,1368,Petrol,760,1479
6,ABARTH,ABARTH 595,1368,Petrol,760,1403
7,ABARTH,ABARTH 595,1368,Petrol,760,1479
8,ABARTH,ABARTH 595,1368,Petrol,421,1520
9,ABARTH,ABARTH 595,1368,Petrol,600,1499
10,ABARTH,ABARTH 595,1368,Petrol,421,1520
11,ABARTH,ABARTH 595,1368,Petrol,600,1499
12,ABARTH,ABARTH 595,1368,Petrol,600,1499
13,ABARTH,ABARTH 595,1368,Petrol,421,1520
14,ABARTH,ABARTH 595,1368,Petrol,600,1499
15,ABARTH,ABARTH 595,1368,Petrol,600,1499
16,ABARTH,ABARTH 595,1368,Petrol,781,1421
17,ABARTH,ABARTH 595,1368,Petrol,781,1499
18,ABARTH,ABARTH 595,1368,Petrol,781,1421
19,ABARTH,ABARTH 595,1368,Petrol,781,1499
20,ABARTH,ABARTH 595,1368,Petrol,781,1421
21,ABARTH,ABARTH 595,1368,Petrol,781,1499
22,ABARTH,ABARTH 595,1368,Petrol,534,1403
23,ABARTH,ABARTH 595,1368,Petrol,781,1421
24,ABARTH,ABARTH 595,1368,Petrol,781,1499
25,ABARTH,ABARTH 595,1368,Petrol,534,1558
26,ABARTH,ABARTH 595,1368,Petrol,534,1403
27,ABARTH,ABARTH 595,1368,Petrol,781,1421
28,ABARTH,ABARTH 595,1368,Petrol,781,1499
29,ABARTH,ABARTH 595,1368,Petrol,534,1558
30,ABARTH,ABARTH 595,1368,Petrol,781,1421
31,ABARTH,ABARTH 595,1368,Petrol,781,1499
32,ABARTH,ABARTH 595,1368,Petrol,781,1421
33,ABARTH,ABARTH 595,1368,Petrol,781,1499
34,ABARTH,ABARTH 595,1368,Petrol,781,1421
35,ABARTH,ABARTH 595,1368,Petrol,781,1499
36,ABARTH,ABARTH 595,1368,Petrol,600,1499
37,ABARTH,ABARTH 595,1368,Petrol,421,1520
38,ABARTH,ABARTH 595,1368,Petrol,600,1499
39,ABARTH,ABARTH 595,1368,Petrol,421,1520
40,ABARTH,ABARTH 595,1368,Petrol,561,1345
41,ABARTH,ABARTH 595,1368,Petrol,493,1362
42,ABARTH,ABARTH 595,1368,Petrol,493,1421
43,ABARTH,ABARTH 595,1368,Petrol,561,1345
44,ABARTH,ABARTH 595,1368,Petrol,493,1362
45,ABARTH,ABARTH 595,1368,Petrol,493,1421
46,ABARTH,ABARTH 595,1368,Petrol,561,1345
47,ABARTH,ABARTH 595,1368,Petrol,561,1345
48,ABARTH,ABARTH 595,1368,Petrol,781,1421
49,ABARTH,ABARTH 595,1368,Petrol,781,1499
50,ABARTH,ABARTH 595,1368,Petrol,791,1285
51,ABARTH,ABARTH 595,1368,Petrol,576,1325
52,ABARTH,ABARTH 595,1368,Petrol,791,1362
53,ABARTH,ABARTH 595,1368,Petrol,576,1382
54,ABARTH,ABARTH 595,1368,Petrol,791,1285
55,ABARTH,ABARTH 595,1368,Petrol,576,1325
56,ABARTH,ABARTH 595,1368,Petrol,791,1362
57,ABARTH,ABARTH 595,1368,Petrol,576,1382
58,ABARTH,ABARTH 595,1368,Petrol,781,1421
59,ABARTH,ABARTH 595,1368,Petrol,781,1499
60,CHEVROLET,CHEVROLET CORVETTE,6162,Petrol,316,2361
61,CHEVROLET,CHEVROLET CORVETTE,6162,Petrol,316,2361
62,CITROEN,CITROEN Berlingo,1499,Diesel,52,990
63,CITROEN,CITROEN Berlingo,1499,Diesel,76,1022
64,CITROEN,CITROEN Berlingo,1499,Diesel,52,1184
65,CITROEN,CITROEN Berlingo,1499,Diesel,76,1227
66,CITROEN,CITROEN Berlingo,1499,Diesel,53,997
67,CITROEN,CITROEN Berlingo,1499,Diesel,90,1048
68,CITROEN,CITROEN Berlingo,1499,Diesel,53,1184
69,CITROEN,CITROEN Berlingo,1499,Diesel,90,1233
70,CITROEN,CITROEN Berlingo,1499,Diesel,86,1080
71,CITROEN,CITROEN Berlingo,1499,Diesel,86,1252
72,CITROEN,CITROEN Berlingo,1199,Petrol,444,1201
73,CITROEN,CITROEN Berlingo,1199,Petrol,444,1432
74,CITROEN,CITROEN Berlingo,1199,Petrol,588,1259
75,CITROEN,CITROEN Berlingo,1199,Petrol,588,1495
76,CITROEN,CITROEN C1,998,Petrol,197,934
77,CITROEN,CITROEN C1,998,Petrol,197,1004
78,CITROEN,CITROEN C3,1499,Diesel,79,846
79,CITROEN,CITROEN C3,1499,Diesel,79,1011
80,CITROEN,CITROEN C3,1199,Petrol,320,1068
81,CITROEN,CITROEN C3,1199,Petrol,320,1322
82,CITROEN,CITROEN C3,1199,Petrol,296,1163
83,CITROEN,CITROEN C3,1199,Petrol,296,1368
84,CITROEN,CITROEN C4,1499,Diesel,66,896
85,CITROEN,CITROEN C4,1499,Diesel,66,1004
86,CITROEN,CITROEN C4,1499,Diesel,114,976
87,CITROEN,CITROEN C4,1499,Diesel,114,1074
88,CITROEN,CITROEN C4,1199,Petrol,320,1068
89,CITROEN,CITROEN C4,1199,Petrol,320,1322
90,CITROEN,CITROEN C4,1199,Petrol,296,1163
91,CITROEN,CITROEN C4,1199,Petrol,296,1368
92,CITROEN,CITROEN C5,1499,Diesel,115,992
93,CITROEN,CITROEN C5,1499,Diesel,115,1184
94,CITROEN,CITROEN C5,1499,Diesel,84,970
95,CITROEN,CITROEN C5,1499,Diesel,55,983
96,CITROEN,CITROEN C5,1499,Diesel,84,1194
97,CITROEN,CITROEN C5,1499,Diesel,55,1206
98,CITROEN,CITROEN C5,1997,Diesel,35,1201
99,CITROEN,CITROEN C5,1997,Diesel,35,1366
100,CITROEN,CITROEN C5,1199,Petrol,438,1165
101,CITROEN,CITROEN C5,1199,Petrol,654,1244
102,CITROEN,CITROEN C5,1199,Petrol,438,1386
103,CITROEN,CITROEN C5,1199,Petrol,654,1418
104,CITROEN,CITROEN C5,1199,Petrol,327,1196
105,CITROEN,CITROEN C5,1199,Petrol,327,1421
106,CITROEN,CITROEN C5,1598,Petrol,617,1389
107,CITROEN,CITROEN C5,1598,Petrol,617,1563
108,CITROEN,CITROEN Grand,1499,Diesel,48,911
109,CITROEN,CITROEN Grand,1499,Diesel,48,1074
110,CITROEN,CITROEN Grand,1499,Diesel,55,983
111,CITROEN,CITROEN Grand,1499,Diesel,55,1206
112,CITROEN,CITROEN Grand,1199,Petrol,326,1141
113,CITROEN,CITROEN Grand,1199,Petrol,326,1313
114,CITROEN,CITROEN Grand,1199,Petrol,459,1214
115,CITROEN,CITROEN Grand,1199,Petrol,459,1471
116,CITROEN,CITROEN New,1499,Diesel,84,805
117,CITROEN,CITROEN New,1499,Diesel,89,848
118,CITROEN,CITROEN New,1499,Diesel,84,962
119,CITROEN,CITROEN New,1499,Diesel,89,1022
120,CITROEN,CITROEN New,1199,Petrol,353,1032
121,CITROEN,CITROEN New,1199,Petrol,353,1144
122,CITROEN,CITROEN New,1199,Petrol,187,1083
123,CITROEN,CITROEN New,1199,Petrol,187,1214
124,CITROEN,CITROEN New,1199,Petrol,366,1013
125,CITROEN,CITROEN New,1199,Petrol,366,1134
126,CITROEN,CITROEN New,1499,Diesel,67,876
127,CITROEN,CITROEN New,1499,Diesel,67,1000
128,CITROEN,CITROEN New,1499,Diesel,50,881
129,CITROEN,CITROEN New,1499,Diesel,50,962
130,CITROEN,CITROEN New,1199,Petrol,332,1006
131,CITROEN,CITROEN New,1199,Petrol,332,1163
132,CITROEN,CITROEN New,1199,Petrol,334,1013
133,CITROEN,CITROEN New,1199,Petrol,334,1116
134,CITROEN,CITROEN New,1199,Petrol,317,1094
135,CITROEN,CITROEN New,1199,Petrol,317,1231
136,CITROEN,CITROEN New,1199,Petrol,325,1096
137,CITROEN,CITROEN New,1199,Petrol,325,1204
138,CITROEN,CITROEN SpaceTourer,1499,Diesel,163,1206
139,CITROEN,CITROEN SpaceTourer,1499,Diesel,170,1222
140,CITROEN,CITROEN SpaceTourer,1499,Diesel,170,1389
141,CITROEN,CITROEN SpaceTourer,1499,Diesel,163,1417
142,CITROEN,CITROEN SpaceTourer,1997,Diesel,60,1369
143,CITROEN,CITROEN SpaceTourer,1997,Diesel,60,1561
144,CITROEN,CITROEN SpaceTourer,1997,Diesel,55,1280
145,CITROEN,CITROEN SpaceTourer,1997,Diesel,55,1495
146,CITROEN,CITROEN SpaceTourer,1997,Diesel,44,1306
147,CITROEN,CITROEN SpaceTourer,1997,Diesel,44,1528
148,CITROEN,CITROEN SpaceTourer,1997,Diesel,169,1356
149,CITROEN,CITROEN SpaceTourer,1997,Diesel,169,1574
150,CITROEN,CITROEN SpaceTourer,1997,Diesel,44,1303
151,CITROEN,CITROEN SpaceTourer,1997,Diesel,57,1400
152,CITROEN,CITROEN SpaceTourer,1997,Diesel,44,1523
153,CITROEN,CITROEN SpaceTourer,1997,Diesel,57,1601
154,FERRARI,FERRARI 488,3902,Petrol,311,2910
155,FERRARI,FERRARI 488,3902,Petrol,311,3006
156,FERRARI,FERRARI 812,6449,Petrol,336,3847
157,FERRARI,FERRARI 812,6449,Petrol,427,3768
158,FERRARI,FERRARI F8,3902,Petrol,277,3056
159,FERRARI,FERRARI F8,3902,Petrol,380,2523
160,FERRARI,FERRARI GTC4,6252,Petrol,808,3417
161,FERRARI,FERRARI GTC4,3855,Petrol,310,3022
162,FERRARI,FERRARI Monza,6449,Petrol,427,3768
163,FERRARI,FERRARI Monza,6449,Petrol,427,3768
164,FERRARI,FERRARI Portofino,3855,Petrol,393,2282
165,FERRARI,FERRARI Roma,3855,Petrol,311,2183
166,FIAT,FIAT 500,1242,Petrol,646,1070
167,FIAT,FIAT 500,1242,Petrol,646,1168
168,FIAT,FIAT 500,999,Petrol,792,993
169,FIAT,FIAT 500,999,Petrol,792,1109
170,FIAT,FIAT 500,1242,Petrol,522,1070
171,FIAT,FIAT 500,1242,Petrol,522,1168
172,FIAT,FIAT 500,999,Petrol,792,993
173,FIAT,FIAT 500,999,Petrol,792,1109
174,FIAT,FIAT 500,999,Petrol,792,993
175,FIAT,FIAT 500,999,Petrol,792,1109
176,FIAT,FIAT 500,999,Petrol,792,993
177,FIAT,FIAT 500,999,Petrol,792,1109
178,FIAT,FIAT 500,999,Petrol,792,993
179,FIAT,FIAT 500,999,Petrol,792,1109
180,FIAT,FIAT 500,999,Petrol,792,993
181,FIAT,FIAT 500,999,Petrol,792,1109
182,FIAT,FIAT 500,999,Petrol,792,993
183,FIAT,FIAT 500,999,Petrol,792,1109
184,FIAT,FIAT 500,999,Petrol,792,1032
185,FIAT,FIAT 500,999,Petrol,792,1168
186,FIAT,FIAT 500,875,Petrol,313,1052
187,FIAT,FIAT 500,875,Petrol,313,1168
188,FIAT,FIAT 500,1242,Petrol,313,1052
189,FIAT,FIAT 500,1242,Petrol,313,1168
190,FIAT,FIAT 500,1242,Petrol,474,1168
191,FIAT,FIAT 500,1242,Petrol,474,1247
192,FIAT,FIAT 500,999,Petrol,792,1032
193,FIAT,FIAT 500,999,Petrol,792,1168
194,FIAT,FIAT 500,1242,Petrol,497,1168
195,FIAT,FIAT 500,1242,Petrol,606,1148
196,FIAT,FIAT 500,1242,Petrol,606,1228
197,FIAT,FIAT 500,1242,Petrol,714,1148
198,FIAT,FIAT 500,1242,Petrol,714,1228
199,FIAT,FIAT 500,1242,Petrol,497,1265
200,FIAT,FIAT 500,999,Petrol,792,1032
201,FIAT,FIAT 500,999,Petrol,792,1168
202,FIAT,FIAT 500,999,Hybrid_Electric,792,1032
203,FIAT,FIAT 500,999,Hybrid_Electric,792,1168
204,FIAT,FIAT 500,875,Petrol,313,1052
205,FIAT,FIAT 500,875,Petrol,313,1168
206,FIAT,FIAT 500,1242,Petrol,606,1148
207,FIAT,FIAT 500,1242,Petrol,606,1228
208,FIAT,FIAT 500,1242,Petrol,474,1168
209,FIAT,FIAT 500,1242,Petrol,474,1247
210,FIAT,FIAT 500,999,Petrol,792,1032
211,FIAT,FIAT 500,999,Petrol,792,1168
212,FIAT,FIAT 500,875,Petrol,313,1168
213,FIAT,FIAT 500,875,Petrol,313,1168
214,FIAT,FIAT 500,1242,Petrol,606,1148
215,FIAT,FIAT 500,1242,Petrol,606,1228
216,FIAT,FIAT 500,875,Petrol,313,1052
217,FIAT,FIAT 500,875,Petrol,313,1168
218,FIAT,FIAT 500,1242,Petrol,714,1148
219,FIAT,FIAT 500,1242,Petrol,714,1228
220,FIAT,FIAT 500,1242,Petrol,714,1168
221,FIAT,FIAT 500,1242,Petrol,474,1247
222,FIAT,FIAT 500,1242,Petrol,474,1168
223,FIAT,FIAT 500,1242,Petrol,474,1247
224,FIAT,FIAT 500,999,Petrol,792,993
225,FIAT,FIAT 500,999,Petrol,792,1032
226,FIAT,FIAT 500,999,Petrol,792,1109
227,FIAT,FIAT 500,999,Petrol,792,1168
228,FIAT,FIAT 500,999,Petrol,792,993
229,FIAT,FIAT 500,999,Petrol,792,1109
230,FIAT,FIAT 500,875,Petrol,313,1052
231,FIAT,FIAT 500,875,Petrol,313,1168
232,FIAT,FIAT 500,1242,Petrol,646,1070
233,FIAT,FIAT 500,1242,Petrol,646,1168
234,FIAT,FIAT 500,1242,Petrol,474,1168
235,FIAT,FIAT 500,1242,Petrol,474,1247
236,FIAT,FIAT 500,999,Petrol,792,1032
237,FIAT,FIAT 500,999,Petrol,792,1168
238,FIAT,FIAT 500L,1368,Petrol,873,1303
239,FIAT,FIAT 500L,1368,Petrol,873,1536
240,FIAT,FIAT 500L,1368,Petrol,873,1303
241,FIAT,FIAT 500L,1368,Petrol,873,1536
242,FIAT,FIAT 500L,1368,Petrol,926,1421
243,FIAT,FIAT 500L,1368,Petrol,926,1536
244,FIAT,FIAT 500L,1368,Petrol,873,1303
245,FIAT,FIAT 500L,1368,Petrol,873,1536
246,FIAT,FIAT 500L,1368,Petrol,926,1421
247,FIAT,FIAT 500L,1368,Petrol,926,1536
248,FIAT,FIAT 500L,1368,Petrol,926,1421
249,FIAT,FIAT 500L,1368,Petrol,926,1536
250,FIAT,FIAT 500L,1368,Petrol,873,1303
251,FIAT,FIAT 500L,1368,Petrol,926,1421
252,FIAT,FIAT 500L,1368,Petrol,926,1536
253,FIAT,FIAT 500L,1368,Petrol,873,1536
254,FIAT,FIAT 500L,1368,Petrol,873,1303
255,FIAT,FIAT 500L,1368,Petrol,873,1536
256,FIAT,FIAT 500X,1332,Petrol,369,1362
257,FIAT,FIAT 500X,1332,Petrol,369,1499
258,FIAT,FIAT 500X,999,Petrol,437,1285
259,FIAT,FIAT 500X,999,Petrol,437,1403
260,FIAT,FIAT 500X,1332,Petrol,201,1303
261,FIAT,FIAT 500X,1332,Petrol,201,1421
262,FIAT,FIAT 500X,999,Petrol,423,1206
263,FIAT,FIAT 500X,999,Petrol,423,1345
264,FIAT,FIAT 500X,1332,Petrol,291,1247
265,FIAT,FIAT 500X,1332,Petrol,291,1345
266,FIAT,FIAT 500X,999,Petrol,423,1206
267,FIAT,FIAT 500X,999,Petrol,437,1285
268,FIAT,FIAT 500X,999,Petrol,423,1345
269,FIAT,FIAT 500X,999,Petrol,437,1403
270,FIAT,FIAT 500X,1332,Petrol,291,1247
271,FIAT,FIAT 500X,1332,Petrol,291,1345
272,FIAT,FIAT 500X,1332,Petrol,201,1303
273,FIAT,FIAT 500X,1332,Petrol,201,1421
274,FIAT,FIAT 500X,999,Petrol,423,1206
275,FIAT,FIAT 500X,999,Petrol,423,1345
276,FIAT,FIAT 500X,1332,Petrol,291,1247
277,FIAT,FIAT 500X,1332,Petrol,291,1345
278,FIAT,FIAT 500X,999,Petrol,437,1285
279,FIAT,FIAT 500X,999,Petrol,437,1403
280,FIAT,FIAT 500X,1332,Petrol,201,1303
281,FIAT,FIAT 500X,1332,Petrol,201,1421
282,FIAT,FIAT 500X,999,Petrol,423,1206
283,FIAT,FIAT 500X,999,Petrol,423,1345
284,FIAT,FIAT 500X,1332,Petrol,423,1206
285,FIAT,FIAT 500X,999,Petrol,437,1285
286,FIAT,FIAT 500X,1332,Petrol,423,1345
287,FIAT,FIAT 500X,999,Petrol,437,1403
288,FIAT,FIAT 500X,1332,Petrol,291,1247
289,FIAT,FIAT 500X,1332,Petrol,291,1345
290,FIAT,FIAT 500X,1332,Petrol,201,1303
291,FIAT,FIAT 500X,1332,Petrol,201,1421
292,FIAT,FIAT 500X,999,Petrol,437,1285
293,FIAT,FIAT 500X,999,Petrol,437,1403
294,FIAT,FIAT Panda,875,Petrol,313,1052
295,FIAT,FIAT Panda,875,Petrol,313,1168
296,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
297,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
298,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
299,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
300,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
301,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
302,FIAT,FIAT Panda,875,Petrol,621,1345
303,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
304,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
305,FIAT,FIAT Panda,875,Petrol,313,1052
306,FIAT,FIAT Panda,875,Petrol,313,1168
307,FIAT,FIAT Panda,999,Petrol,792,1032
308,FIAT,FIAT Panda,999,Petrol,792,1168
309,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
310,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
311,FIAT,FIAT Panda,1242,Petrol,706,1291
312,FIAT,FIAT Panda,1242,Petrol,706,1358
313,FIAT,FIAT Panda,999,Hybrid_Electric,792,1032
314,FIAT,FIAT Panda,999,Hybrid_Electric,792,1168
315,FIAT,FIAT Panda,875,Petrol,313,1052
316,FIAT,FIAT Panda,875,Petrol,313,1168
317,FIAT,FIAT Panda,1242,Petrol,706,1291
318,FIAT,FIAT Panda,1242,Petrol,706,1358
319,FIAT,FIAT Panda,875,Petrol,437,1421
320,FIAT,FIAT Panda,875,Petrol,437,1499
321,FIAT,FIAT Panda,875,Petrol,621,1345
322,FIAT,FIAT Tipo,1368,Petrol,873,1297
323,FIAT,FIAT Tipo,1368,Petrol,873,1545
324,FIAT,FIAT Tipo,1368,Petrol,873,1297
325,FIAT,FIAT Tipo,1368,Petrol,873,1545
326,FIAT,FIAT Tipo,1598,Diesel,92,1004
327,FIAT,FIAT Tipo,1598,Diesel,92,1119
328,FIAT,FIAT Tipo,1368,Petrol,873,1303
329,FIAT,FIAT Tipo,1368,Petrol,873,1536
330,FIAT,FIAT Tipo,1368,Petrol,649,1345
331,FIAT,FIAT Tipo,1368,Petrol,649,1436
332,FIAT,FIAT Tipo,1598,Diesel,92,1004
333,FIAT,FIAT Tipo,1598,Diesel,92,1119
334,FIAT,FIAT Tipo,1368,Petrol,873,1303
335,FIAT,FIAT Tipo,1368,Petrol,873,1536
336,FIAT,FIAT Tipo,1368,Petrol,873,1303
337,FIAT,FIAT Tipo,1368,Petrol,873,1536
338,FIAT,FIAT Tipo,1368,Petrol,873,1297
339,FIAT,FIAT Tipo,1368,Petrol,873,1545
340,FIAT,FIAT Tipo,999,Petrol,749,1052
341,FIAT,FIAT Tipo,999,Petrol,749,1168
342,FIAT,FIAT Tipo,999,Petrol,749,1052
343,FIAT,FIAT Tipo,999,Petrol,749,1168
344,FIAT,FIAT Tipo,999,Petrol,749,1052
345,FIAT,FIAT Tipo,999,Petrol,749,1168
346,FIAT,FIAT Tipo,999,Petrol,749,1052
347,FIAT,FIAT Tipo,999,Petrol,749,1168
348,FIAT,FIAT Tipo,1368,Petrol,873,1303
349,FIAT,FIAT Tipo,1368,Petrol,873,1536
350,FIAT,FIAT Tipo,1368,Petrol,873,1303
351,FIAT,FIAT Tipo,1368,Petrol,873,1536
352,FIAT,FIAT Tipo,999,Petrol,749,1052
353,FIAT,FIAT Tipo,999,Petrol,749,1168
354,FIAT,FIAT Tipo,999,Petrol,749,1052
355,FIAT,FIAT Tipo,999,Petrol,749,1168
356,FORD,FORD EcoSport,998,Petrol,271,1148
357,FORD,FORD EcoSport,998,Petrol,262,1148
358,FORD,FORD EcoSport,998,Petrol,262,1285
359,FORD,FORD EcoSport,998,Petrol,271,1285
360,FORD,FORD EcoSport,998,Petrol,249,1148
361,FORD,FORD EcoSport,998,Petrol,271,1148
362,FORD,FORD EcoSport,998,Petrol,262,1148
363,FORD,FORD EcoSport,998,Petrol,249,1285
364,FORD,FORD EcoSport,998,Petrol,262,1285
365,FORD,FORD EcoSport,998,Petrol,271,1285
366,FORD,FORD EcoSport,1499,Diesel,313,987
367,FORD,FORD EcoSport,1499,Diesel,298,1026
368,FORD,FORD EcoSport,1499,Diesel,313,1106
369,FORD,FORD EcoSport,1499,Diesel,298,1167
370,FORD,FORD Edge,1995,Diesel,81,1347
371,FORD,FORD Edge,1995,Diesel,168,1468
372,FORD,FORD Edge,1995,Diesel,81,1488
373,FORD,FORD Edge,1995,Diesel,168,1587
374,FORD,FORD Edge,1995,Diesel,81,1347
375,FORD,FORD Edge,1995,Diesel,168,1369
376,FORD,FORD Edge,1995,Diesel,81,1488
377,FORD,FORD Edge,1995,Diesel,168,1652
378,FORD,FORD Fiesta,999,Petrol,203,1013
379,FORD,FORD Fiesta,999,Petrol,203,1247
380,FORD,FORD Fiesta,999,Hybrid_Electric,382,935
381,FORD,FORD Fiesta,999,Hybrid_Electric,297,954
382,FORD,FORD Fiesta,999,Hybrid_Electric,385,993
383,FORD,FORD Fiesta,999,Hybrid_Electric,297,1149
384,FORD,FORD Fiesta,999,Hybrid_Electric,382,1149
385,FORD,FORD Fiesta,999,Petrol,385,1188
386,FORD,FORD Fiesta,1084,Petrol,775,1032
387,FORD,FORD Fiesta,1084,Petrol,775,1109
388,FORD,FORD Fiesta,1496,Petrol,482,1188
389,FORD,FORD Fiesta,1496,Petrol,482,1325
390,FORD,FORD Fiesta,999,Hybrid_Electric,283,974
391,FORD,FORD Fiesta,999,Hybrid_Electric,245,974
392,FORD,FORD Fiesta,999,Hybrid_Electric,245,1149
393,FORD,FORD Fiesta,999,Hybrid_Electric,283,1168
394,FORD,FORD Fiesta,999,Petrol,227,974
395,FORD,FORD Fiesta,999,Petrol,305,1091
396,FORD,FORD Fiesta,999,Petrol,227,1148
397,FORD,FORD Fiesta,999,Petrol,305,1228
398,FORD,FORD Fiesta,1084,Petrol,775,1032
399,FORD,FORD Fiesta,1084,Petrol,775,1109
400,FORD,FORD Fiesta,1496,Petrol,482,1188
401,FORD,FORD Fiesta,1496,Petrol,482,1325
402,FORD,FORD Focus,999,Petrol,342,1032
403,FORD,FORD Focus,998,Petrol,530,1129
404,FORD,FORD Focus,999,Petrol,342,1228
405,FORD,FORD Focus,998,Petrol,530,1362
406,FORD,FORD Focus,999,Hybrid_Electric,351,993
407,FORD,FORD Focus,999,Hybrid_Electric,322,993
408,FORD,FORD Focus,999,Hybrid_Electric,351,1168
409,FORD,FORD Focus,999,Hybrid_Electric,322,1188
410,FORD,FORD Focus,1499,Diesel,44,805
411,FORD,FORD Focus,1499,Diesel,44,885
412,FORD,FORD Focus,1499,Diesel,44,965
413,FORD,FORD Focus,1499,Diesel,44,1066
414,FORD,FORD Focus,1995,Diesel,63,925
415,FORD,FORD Focus,1995,Diesel,69,946
416,FORD,FORD Focus,1995,Diesel,63,1047
417,FORD,FORD Focus,1995,Diesel,63,1047
418,FORD,FORD Focus,1995,Diesel,69,1087
419,FORD,FORD Focus,1995,Diesel,63,1087
420,FORD,FORD Focus,2261,Petrol,370,1520
421,FORD,FORD Focus,2261,Petrol,691,1536
422,FORD,FORD Focus,2261,Petrol,691,1599
423,FORD,FORD Focus,2261,Petrol,370,1618
424,FORD,FORD Focus,999,Petrol,562,1032
425,FORD,FORD Focus,998,Petrol,423,1109
426,FORD,FORD Focus,999,Petrol,562,1228
427,FORD,FORD Focus,998,Petrol,423,1325
428,FORD,FORD Focus,999,Hybrid_Electric,316,954
429,FORD,FORD Focus,999,Hybrid_Electric,326,974
430,FORD,FORD Focus,999,Hybrid_Electric,316,1149
431,FORD,FORD Focus,999,Hybrid_Electric,326,1168
432,FORD,FORD Focus,1499,Diesel,44,805
433,FORD,FORD Focus,1499,Diesel,44,805
434,FORD,FORD Focus,1499,Diesel,44,885
435,FORD,FORD Focus,1499,Diesel,44,965
436,FORD,FORD Focus,1499,Diesel,44,965
437,FORD,FORD Focus,1499,Diesel,44,1066
438,FORD,FORD Focus,1496,Petrol,277,1070
439,FORD,FORD Focus,1496,Petrol,481,1168
440,FORD,FORD Focus,1496,Petrol,277,1265
441,FORD,FORD Focus,1496,Petrol,481,1362
442,FORD,FORD Focus,1995,Diesel,63,925
443,FORD,FORD Focus,1995,Diesel,69,946
444,FORD,FORD Focus,1995,Diesel,63,1047
445,FORD,FORD Focus,1995,Diesel,63,1047
446,FORD,FORD Focus,1995,Diesel,69,1087
447,FORD,FORD Focus,1995,Diesel,63,1087
448,FORD,FORD Focus,2261,Petrol,444,1479
449,FORD,FORD Focus,2261,Petrol,524,1520
450,FORD,FORD Focus,2261,Petrol,444,1599
451,FORD,FORD Focus,2261,Petrol,524,1618
452,FORD,FORD Galaxy,1995,Diesel,63,1206
453,FORD,FORD Galaxy,1995,Diesel,48,1289
454,FORD,FORD Galaxy,1995,Diesel,50,1289
455,FORD,FORD Galaxy,1995,Diesel,44,1306
456,FORD,FORD Galaxy,1995,Diesel,63,1347
457,FORD,FORD Galaxy,1995,Diesel,50,1450
458,FORD,FORD Galaxy,1995,Diesel,48,1450
459,FORD,FORD Galaxy,1995,Diesel,44,1507
460,FORD,FORD Galaxy,2488,Hybrid_Electric,146,1246
461,FORD,FORD Galaxy,2488,Hybrid_Electric,307,1305
462,FORD,FORD Galaxy,1995,Diesel,61,1206
463,FORD,FORD Galaxy,1995,Diesel,59,1289
464,FORD,FORD Galaxy,1995,Diesel,46,1289
465,FORD,FORD Galaxy,1995,Diesel,37,1369
466,FORD,FORD Galaxy,1995,Diesel,61,1369
467,FORD,FORD Galaxy,1995,Diesel,46,1407
468,FORD,FORD Galaxy,1995,Diesel,59,1407
469,FORD,FORD Galaxy,1995,Diesel,37,1488
470,FORD,FORD Grand,1499,Diesel,45,1087
471,FORD,FORD Grand,1499,Diesel,45,1087
472,FORD,FORD Grand,1499,Diesel,40,1167
473,FORD,FORD Grand,1499,Diesel,40,1167
474,FORD,FORD Grand,1499,Diesel,45,1289
475,FORD,FORD Grand,1499,Diesel,45,1289
476,FORD,FORD Grand,1499,Diesel,40,1389
477,FORD,FORD Grand,1499,Diesel,40,1389
478,FORD,FORD Grand,1499,Diesel,42,1106
479,FORD,FORD Grand,1499,Diesel,44,1127
480,FORD,FORD Grand,1499,Diesel,37,1246
481,FORD,FORD Grand,1499,Diesel,53,1289
482,FORD,FORD Grand,1499,Diesel,42,1306
483,FORD,FORD Grand,1499,Diesel,44,1328
484,FORD,FORD Grand,1499,Diesel,53,1407
485,FORD,FORD Grand,1499,Diesel,37,1428
486,FORD,FORD Mondeo,1995,Diesel,67,1006
487,FORD,FORD Mondeo,1995,Diesel,62,1087
488,FORD,FORD Mondeo,1995,Diesel,54,1087
489,FORD,FORD Mondeo,1995,Diesel,47,1167
490,FORD,FORD Mondeo,1995,Diesel,67,1167
491,FORD,FORD Mondeo,1995,Diesel,54,1268
492,FORD,FORD Mondeo,1995,Diesel,62,1268
493,FORD,FORD Mondeo,1995,Diesel,47,1389
