,Manufacturer,Model,Engine_Capacity,Fuel_Type,Emissions_CO_[mg/km],Annual_fuel_Cost_10000_Miles
3116,MERCEDES-BENZ,MERCEDES-BENZ Vito,1749,Diesel,40,1507
3117,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1428
3118,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1450
3119,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1488
3120,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1488
3121,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1488
3122,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1507
3123,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1488
3124,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1488
3125,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1488
3126,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1507
3127,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1507
3128,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,74,1528
3129,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1528
3130,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3131,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,128,1507
3132,MERCEDES-BENZ,MERCEDES-BENZ Vito,1749,Diesel,40,1548
3133,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1488
3134,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1450
3135,MERCEDES-BENZ,MERCEDES-BENZ Vito,1749,Diesel,40,1570
3136,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1488
3137,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3138,MERCEDES-BENZ,MERCEDES-BENZ Vito,1749,Diesel,40,1587
3139,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1507
3140,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3141,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,128,1548
3142,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1548
3143,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1548
3144,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,74,1507
3145,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1528
3146,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1528
3147,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1528
3148,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1548
3149,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3150,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1488
3151,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1450
3152,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1428
3153,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3154,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1428
3155,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3156,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1450
3157,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3158,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3159,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1528
3160,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3161,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1528
3162,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3163,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1488
3164,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1450
3165,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1488
3166,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3167,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1507
3168,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,114,1468
3169,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1548
3170,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,78,1528
3171,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1548
3172,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,128,1528
3173,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1488
3174,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1488
3175,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1428
3176,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1428
3177,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3178,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3179,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3180,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3181,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3182,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3183,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3184,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1507
3185,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,128,1528
3186,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,74,1507
3187,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3188,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1450
3189,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1468
3190,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1468
3191,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1468
3192,MERCEDES-BENZ,MERCEDES-BENZ Vito,1950,Diesel,134,1468
3193,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1548
3194,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,176,1528
3195,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,74,1548
3196,MERCEDES-BENZ,MERCEDES-BENZ Vito,2143,Diesel,117,1528
3197,MITSUBISHI,MITSUBISHI ASX,1590,Petrol,455,1459
3198,MITSUBISHI,MITSUBISHI Eclipse,1499,Petrol,446,1459
3199,MITSUBISHI,MITSUBISHI Eclipse,1499,Petrol,263,1657
3200,MITSUBISHI,MITSUBISHI Eclipse,1499,Petrol,304,1693
3201,MITSUBISHI,MITSUBISHI Eclipse,1499,Petrol,444,1520
3202,MITSUBISHI,MITSUBISHI Eclipse,1499,Petrol,304,1693
3203,MITSUBISHI,MITSUBISHI Mirage,1193,Petrol,365,1052
3204,MITSUBISHI,MITSUBISHI Mirage,1193,Petrol,436,1148
3205,Rolls Royce,Rolls Royce,6749,Petrol,78,3143
3206,Rolls Royce,Rolls Royce,6749,Petrol,78,3217
3207,Rolls Royce,Rolls Royce,6749,Petrol,116,3198
3208,Rolls Royce,Rolls Royce,6749,Petrol,116,3255
3209,Rolls Royce,Rolls Royce,6592,Petrol,406,3180
3210,Rolls Royce,Rolls Royce,6592,Petrol,406,3180
3211,Rolls Royce,Rolls Royce,6592,Petrol,407,3056
3212,Rolls Royce,Rolls Royce,6592,Petrol,407,3161
3213,Rolls Royce,Rolls Royce,6749,Petrol,141,2957
3214,Rolls Royce,Rolls Royce,6749,Petrol,141,3073
3215,Rolls Royce,Rolls Royce,6749,Petrol,141,2957
3216,Rolls Royce,Rolls Royce,6749,Petrol,141,3073
3217,Rolls Royce,Rolls Royce,6749,Petrol,88,2942
3218,Rolls Royce,Rolls Royce,6749,Petrol,88,3090
3219,Rolls Royce,Rolls Royce,6749,Petrol,88,2942
3220,Rolls Royce,Rolls Royce,6749,Petrol,88,3090
3221,Rolls Royce,Rolls Royce,6592,Petrol,415,3056
3222,Rolls Royce,Rolls Royce,6592,Petrol,415,3108
3223,Rolls Royce,Rolls Royce,6592,Petrol,407,3056
3224,Rolls Royce,Rolls Royce,6592,Petrol,407,3161
3225,SSANGYONG,SSANGYONG Korando,2157,Diesel,61,1328
3226,SSANGYONG,SSANGYONG Korando,2157,Diesel,21,1511
3227,SSANGYONG,SSANGYONG KORANDO,1597,Diesel,35,1184
3228,SSANGYONG,SSANGYONG KORANDO,1597,Diesel,44,1322
3229,SSANGYONG,SSANGYONG KORANDO,1497,Petrol,276,1483
3230,SSANGYONG,SSANGYONG KORANDO,1497,Petrol,761,1632
3231,SSANGYONG,SSANGYONG KORANDO,1597,Diesel,44,1322
3232,SSANGYONG,SSANGYONG KORANDO,1497,Petrol,276,1483
3233,SSANGYONG,SSANGYONG REXTON,2157,Diesel,62,1587
3234,SSANGYONG,SSANGYONG REXTON,2157,Diesel,45,1671
3235,SSANGYONG,SSANGYONG REXTON,2157,Diesel,62,1587
3236,SSANGYONG,SSANGYONG REXTON,2157,Diesel,45,1671
3237,SSANGYONG,SSANGYONG REXTON,2157,Diesel,45,1671
3238,SSANGYONG,SSANGYONG REXTON,2157,Diesel,45,1671
3239,SSANGYONG,SSANGYONG Rexton,2157,Diesel,81,1712
3240,SSANGYONG,SSANGYONG Tivoli,1597,Diesel,71,1328
3241,SSANGYONG,SSANGYONG Tivoli,1597,Petrol,379,1444
3242,SSANGYONG,SSANGYONG Tivoli,1597,Diesel,23,1309
3243,SSANGYONG,SSANGYONG Tivoli,1597,Diesel,32,1087
3244,SSANGYONG,SSANGYONG Tivoli,1597,Petrol,390,1558
3245,SSANGYONG,SSANGYONG Tivoli,1597,Petrol,379,1444
3246,SSANGYONG,SSANGYONG TIVOLI,1497,Petrol,143,1403
3247,SSANGYONG,SSANGYONG TIVOLI,1197,Petrol,634,1365
3248,SSANGYONG,SSANGYONG TIVOLI,1497,Petrol,149,1499
3249,SSANGYONG,SSANGYONG TIVOLI,1497,Petrol,143,1403
3250,SSANGYONG,SSANGYONG TIVOLI,1597,Diesel,32,1209
3251,SSANGYONG,SSANGYONG TIVOLI,1597,Diesel,125,1127
3252,SSANGYONG,SSANGYONG TIVOLI,1197,Petrol,634,1365
3253,SSANGYONG,SSANGYONG Tivoli,1597,Diesel,32,1108
3254,SSANGYONG,SSANGYONG Tivoli,1597,Diesel,23,1328
3255,SSANGYONG,SSANGYONG Tivoli,1597,Petrol,437,1483
3256,SSANGYONG,SSANGYONG Tivoli,1597,Petrol,334,1581
3257,SUBARU,SUBARU BRZ,1998,Petrol,438,1652
3258,SUBARU,SUBARU BRZ,1998,Petrol,349,1667
3259,SUBARU,SUBARU Forester,1995,Petrol,233,1708
3260,SUBARU,SUBARU Forester,1995,Hybrid_Electric,164,1577
3261,SUBARU,SUBARU Impreza,1600,Petrol,515,1532
3262,SUBARU,SUBARU Levorg,1995,Petrol,290,1687
3263,SUBARU,SUBARU Outback,2498,Petrol,271,1667
3264,SUBARU,SUBARU Outback,2498,Petrol,271,1667
3265,SUBARU,SUBARU Outback,2498,Petrol,271,1667
3266,SUBARU,SUBARU Outback,2498,Petrol,429,1667
3267,SUBARU,SUBARU Outback,2498,Petrol,429,1667
3268,SUBARU,SUBARU XV,1600,Petrol,482,1558
3269,SUBARU,SUBARU XV,1995,Hybrid_Electric,107,1538
3270,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,307,954
3271,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,307,974
3272,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,427,1052
3273,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,229,1052
3274,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,307,974
3275,SUZUKI,SUZUKI Ignis,1197,Hybrid_Electric,229,1052
3276,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,351,1052
3277,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,351,1052
3278,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,385,1149
3279,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,336,1227
3280,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,351,1052
3281,SUZUKI,SUZUKI S-cross,1373,Hybrid_Electric,313,1110
3282,SUZUKI,SUZUKI Swace,1798,Hybrid_Electric,101,857
3283,SUZUKI,SUZUKI Swace,1798,Hybrid_Electric,101,857
3284,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,295,935
3285,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,494,1052
3286,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,249,993
3287,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,295,935
3288,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,295,935
3289,SUZUKI,SUZUKI Swift,1197,Hybrid_Electric,249,993
3290,SUZUKI,SUZUKI Swift,1373,Hybrid_Electric,380,1090
3291,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,351,1052
3292,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,351,1052
3293,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,385,1149
3294,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,336,1227
3295,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,313,1110
3296,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,351,1052
3297,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,385,1149
3298,SUZUKI,SUZUKI Vitara,1373,Hybrid_Electric,313,1110
3299,TOYOTA,TOYOTA Aygo,998,Petrol,246,974
3300,TOYOTA,TOYOTA Aygo,998,Petrol,197,974
3301,TOYOTA,TOYOTA Aygo,998,Petrol,246,1013
3302,TOYOTA,TOYOTA Aygo,998,Petrol,197,974
3303,TOYOTA,TOYOTA Aygo,998,Petrol,246,974
3304,TOYOTA,TOYOTA Aygo,998,Petrol,197,974
3305,TOYOTA,TOYOTA Camry,2487,Hybrid_Electric,182,1032
3306,TOYOTA,TOYOTA Camry,2487,Hybrid_Electric,182,1071
3307,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3308,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3309,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,935
3310,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3311,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3312,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3313,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3314,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,935
3315,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,935
3316,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,935
3317,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3318,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3319,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1013
3320,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3321,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3322,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3323,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3324,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3325,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3326,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3327,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3328,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3329,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3330,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3331,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,974
3332,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1013
3333,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3334,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3335,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,974
3336,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,974
3337,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3338,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3339,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,974
3340,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,1032
3341,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3342,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,1032
3343,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,974
3344,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,1032
3345,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1013
3346,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1110
3347,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3348,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1110
3349,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1032
3350,TOYOTA,TOYOTA C-HR,1987,Hybrid_Electric,191,1110
3351,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3352,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3353,TOYOTA,TOYOTA C-HR,1798,Hybrid_Electric,70,954
3354,TOYOTA,TOYOTA Corolla,1798,Petrol,105,974
3355,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3356,TOYOTA,TOYOTA Corolla,1798,Petrol,105,955
3357,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3358,TOYOTA,TOYOTA Corolla,1798,Petrol,105,955
3359,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3360,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3361,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3362,TOYOTA,TOYOTA Corolla,1798,Petrol,105,974
3363,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,974
3364,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3365,TOYOTA,TOYOTA Corolla,1798,Petrol,105,877
3366,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3367,TOYOTA,TOYOTA Corolla,1798,Petrol,105,877
3368,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3369,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3370,TOYOTA,TOYOTA Corolla,1798,Petrol,105,877
3371,TOYOTA,TOYOTA Corolla,1798,Petrol,105,877
3372,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1013
3373,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1013
3374,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1013
3375,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1013
3376,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3377,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3378,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3379,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,954
3380,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,954
3381,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3382,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3383,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,125,954
3384,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3385,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,125,876
3386,TOYOTA,TOYOTA Corolla,1197,Petrol,268,1325
3387,TOYOTA,TOYOTA Corolla,1197,Petrol,268,1325
3388,TOYOTA,TOYOTA Corolla,1197,Petrol,268,1247
3389,TOYOTA,TOYOTA Corolla,1197,Petrol,268,1247
3390,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,954
3391,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,974
3392,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,974
3393,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,896
3394,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3395,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,896
3396,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,105,876
3397,TOYOTA,TOYOTA Corolla,1798,Hybrid_Electric,211,974
3398,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3399,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1052
3400,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1052
3401,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1052
3402,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3403,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1052
3404,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3405,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3406,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,974
3407,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,974
3408,TOYOTA,TOYOTA Corolla,1987,Hybrid_Electric,211,1032
3409,TOYOTA,TOYOTA GR,1618,Petrol,213,1604
3410,TOYOTA,TOYOTA GR,1618,Petrol,213,1604
3411,TOYOTA,TOYOTA GR,1618,Petrol,213,1604
3412,TOYOTA,TOYOTA GT86,1998,Petrol,349,1677
3413,TOYOTA,TOYOTA GT86,1998,Petrol,349,1677
3414,TOYOTA,TOYOTA GT86,1998,Petrol,349,1677
3415,TOYOTA,TOYOTA GT86,1998,Petrol,438,1657
3416,TOYOTA,TOYOTA GT86,1998,Petrol,438,1657
3417,TOYOTA,TOYOTA GT86,1998,Petrol,438,1657
3418,TOYOTA,TOYOTA Highlander,2487,Hybrid_Electric,216,1383
3419,TOYOTA,TOYOTA Land,2755,Diesel,29,1888
3420,TOYOTA,TOYOTA Land,2755,Diesel,29,1913
3421,TOYOTA,TOYOTA Land,2755,Diesel,29,1933
3422,TOYOTA,TOYOTA Land,2755,Diesel,29,1953
3423,TOYOTA,TOYOTA Land,2755,Diesel,29,1953
3424,TOYOTA,TOYOTA Land,2755,Diesel,29,1973
3425,TOYOTA,TOYOTA Land,2755,Diesel,29,1973
3426,TOYOTA,TOYOTA Land,2755,Diesel,29,1953
3427,TOYOTA,TOYOTA Land,2755,Diesel,29,1973
3428,TOYOTA,TOYOTA Land,2755,Diesel,33,1953
3429,TOYOTA,TOYOTA Land,2755,Diesel,33,1793
3430,TOYOTA,TOYOTA Land,2755,Diesel,33,1833
3431,TOYOTA,TOYOTA Land,2755,Diesel,29,1833
3432,TOYOTA,TOYOTA Land,2755,Diesel,29,1869
3433,TOYOTA,TOYOTA Land,2755,Diesel,29,1888
3434,TOYOTA,TOYOTA Land,2755,Diesel,29,1888
3435,TOYOTA,TOYOTA Land,2755,Diesel,29,1833
3436,TOYOTA,TOYOTA Land,2755,Diesel,29,1933
3437,TOYOTA,TOYOTA Land,2755,Diesel,29,1933
3438,TOYOTA,TOYOTA Land,2755,Diesel,33,1973
3439,TOYOTA,TOYOTA Land,2755,Diesel,33,1933
3440,TOYOTA,TOYOTA MY21,1499,Diesel,163,1289
3441,TOYOTA,TOYOTA MY21,1997,Diesel,57,1468
3442,TOYOTA,TOYOTA MY21,1997,Diesel,57,1468
3443,TOYOTA,TOYOTA MY21,1997,Diesel,169,1450
3444,TOYOTA,TOYOTA MY21,1997,Diesel,169,1450
3445,TOYOTA,TOYOTA MY21,1997,Diesel,169,1468
3446,TOYOTA,TOYOTA MY21,1997,Diesel,169,1468
3447,TOYOTA,TOYOTA MY21,1997,Diesel,169,1468
3448,TOYOTA,TOYOTA MY21,1499,Diesel,163,1306
3449,TOYOTA,TOYOTA MY21,1997,Diesel,169,1450
3450,TOYOTA,TOYOTA MY21,1997,Diesel,169,1528
3451,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3452,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3453,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1129
3454,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1110
3455,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3456,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3457,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3458,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1149
3459,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3460,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3461,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3462,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3463,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3464,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3465,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3466,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3467,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3468,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3469,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,169,1149
3470,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1129
3471,TOYOTA,TOYOTA MY21,2487,Hybrid_Electric,175,1090
3472,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,97,818
3473,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,896
3474,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,935
3475,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,818
3476,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,818
3477,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,896
3478,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,818
3479,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,935
3480,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,97,896
3481,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,118,818
3482,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,173,1168
3483,TOYOTA,TOYOTA Prius,1798,Hybrid_Electric,173,1129
3484,TOYOTA,TOYOTA Proace,1997,Diesel,57,1468
